1024,0.283281
2048,1.849066
3072,4.444711
4096,11.774337
5120,20.988790
6144,37.237486
7168,58.463691
8192,89.266330
1024,0.282065
2048,1.854043
3072,4.459198
4096,11.801968
5120,21.057532
6144,37.326868
7168,58.632640
8192,89.625121
1024,0.282290
2048,1.864410
3072,4.459317
4096,11.873820
5120,21.024879
6144,37.253401
7168,58.499028
8192,89.297102
1024,0.282861
2048,1.849761
3072,4.449948
4096,11.778615
5120,21.044182
6144,37.277865
7168,58.495707
8192,89.355744
1024,0.283753
2048,1.859790
3072,4.448383
4096,11.829125
5120,21.126956
6144,37.412619
7168,58.789736
8192,89.824779
1024,0.283258
2048,1.857622
3072,4.445900
4096,11.831740
5120,21.143776
6144,37.435030
7168,58.798451
8192,89.825398
1024,0.280802
2048,1.850356
3072,4.443552
4096,11.783145
5120,20.986432
6144,37.241103
7168,58.504214
8192,89.286835
1024,0.280862
2048,1.853907
3072,4.451554
4096,11.813571
5120,21.079471
6144,37.349456
7168,58.663424
8192,89.619504
1024,0.278835
2048,1.850074
3072,4.424610
4096,11.812080
5120,21.037415
6144,37.335590
7168,58.622038
8192,89.543130
1024,0.280553
2048,1.832634
3072,4.429047
4096,11.825953
5120,21.075410
6144,37.369281
7168,58.697554
8192,89.611307
1024,0.281393
2048,1.846597
3072,4.464121
4096,11.849874
5120,21.143523
6144,37.443985
7168,58.826694
8192,89.854116
1024,0.281529
2048,1.856427
3072,4.424516
4096,11.821631
5120,21.021045
6144,37.387537
7168,58.680453
8192,89.621832
1024,0.281583
2048,1.867188
3072,4.432352
4096,11.795380
5120,21.032129
6144,37.271296
7168,58.529093
8192,89.349345
1024,0.281490
2048,1.860089
3072,4.428380
4096,11.770673
5120,20.997389
6144,37.210719
7168,58.458985
8192,89.153830
1024,0.281700
2048,1.862826
3072,4.438272
4096,11.824075
5120,21.037893
6144,37.419088
7168,58.755744
8192,89.819044
1024,0.280871
2048,1.862791
3072,4.433035
4096,11.838464
5120,21.114358
6144,37.432652
7168,58.778317
8192,89.702385
1024,0.266106
2048,1.843739
3072,4.451618
4096,11.855272
5120,21.110451
6144,37.424304
7168,58.701138
8192,89.883827
1024,0.266255
2048,1.828741
3072,4.449596
4096,11.752889
5120,20.957172
6144,37.164911
7168,58.377511
8192,89.204129
1024,0.271755
2048,1.826036
3072,4.446689
4096,11.786208
5120,21.016866
6144,37.220694
7168,58.450350
8192,89.248393
1024,0.271795
2048,1.835993
3072,4.440303
4096,11.785168
5120,20.964955
6144,37.193503
7168,58.366291
8192,89.246593
1024,0.271535
2048,1.829869
3072,4.423382
4096,11.775952
5120,21.020888
6144,37.177967
7168,58.439070
8192,89.268641
1024,0.271867
2048,1.834060
3072,4.439334
4096,11.783989
5120,21.004897
6144,37.211105
7168,58.432661
8192,89.225928
1024,0.270095
2048,1.840722
3072,4.449002
4096,11.856993
5120,21.122314
6144,37.377545
7168,58.699282
8192,89.805640
1024,0.270188
2048,1.837331
3072,4.460745
4096,11.835589
5120,21.120868
6144,37.340269
7168,58.693297
8192,89.750901
1024,0.279517
2048,1.868493
3072,4.433676
4096,11.819832
5120,21.093123
6144,37.383815
7168,58.617679
8192,89.642493
1024,0.279705
2048,1.859725
3072,4.426713
4096,11.756881
5120,20.974641
6144,37.185052
7168,58.461371
8192,89.785030
1024,0.284882
2048,1.833978
3072,4.446855
4096,11.837977
5120,21.015341
6144,37.403932
7168,58.728561
8192,89.715204
1024,0.282973
2048,1.861529
3072,4.438475
4096,11.845510
5120,21.114068
6144,37.370105
7168,58.674460
8192,89.800937
1024,0.284703
2048,1.852828
3072,4.419040
4096,11.815493
5120,21.084728
6144,37.331533
7168,58.727539
8192,89.748824
1024,0.282952
2048,1.840100
3072,4.435801
4096,11.788236
5120,20.995038
6144,37.243219
7168,58.478361
8192,89.311631
1024,0.283434
2048,1.861981
3072,4.442770
4096,11.822449
5120,21.120964
6144,37.373870
7168,58.680603
8192,89.357002
1024,0.283650
2048,1.885125
3072,4.455607
4096,11.873593
5120,21.121381
6144,37.387838
7168,58.734874
8192,89.848668
1024,0.280516
2048,1.857349
3072,4.440490
4096,11.818650
5120,21.022663
6144,37.265785
7168,58.517121
8192,89.394605
1024,0.280411
2048,1.865082
3072,4.446913
4096,11.824753
5120,21.079152
6144,37.351458
7168,58.653404
8192,89.661569
1024,0.283875
2048,1.849241
3072,4.432578
4096,11.831718
5120,21.068790
6144,37.269548
7168,58.581217
8192,89.695763
1024,0.284385
2048,1.858135
3072,4.433445
4096,11.816505
5120,21.060727
6144,37.213028
7168,58.412642
8192,89.372093
1024,0.285185
2048,1.866611
3072,4.434664
4096,11.852661
5120,21.099717
6144,37.334243
7168,58.679925
8192,89.743323
1024,0.284705
2048,1.850395
3072,4.431401
4096,11.812185
5120,20.979396
6144,37.238375
7168,58.510231
8192,89.343794
1024,0.282780
2048,1.844483
3072,4.452932
4096,11.821003
5120,21.076500
6144,37.320346
7168,58.647193
8192,89.706593
1024,0.282927
2048,1.854252
3072,4.445378
4096,11.813330
5120,21.003200
6144,37.264701
7168,58.542394
8192,89.378863
1024,0.279617
2048,1.855077
3072,4.444157
4096,11.810365
5120,21.046906
6144,37.255897
7168,58.463337
8192,89.386220
1024,0.279594
2048,1.863015
3072,4.457322
4096,11.865526
5120,21.128161
6144,37.403440
7168,58.742817
8192,89.866671
1024,0.283509
2048,1.846696
3072,4.437208
4096,11.836983
5120,21.071993
6144,37.330788
7168,58.636988
8192,89.716261
1024,0.284092
2048,1.846820
3072,4.428336
4096,11.808626
5120,21.004655
6144,37.201975
7168,58.394821
8192,89.343544
1024,0.284867
2048,1.845721
3072,4.450822
4096,11.849434
5120,21.107434
6144,37.391060
7168,58.744624
8192,89.812822
1024,0.284391
2048,1.842782
3072,4.428775
4096,11.813359
5120,21.002344
6144,37.249498
7168,58.503617
8192,89.367539
1024,0.281891
2048,1.846138
3072,4.446661
4096,11.823716
5120,21.099748
6144,37.347672
7168,58.687565
8192,89.698396
1024,0.281942
2048,1.848597
3072,4.461027
4096,11.890554
5120,21.132169
6144,37.455713
7168,58.836471
8192,89.975741
1024,0.262092
2048,1.821584
3072,4.394386
4096,11.736687
5120,20.886517
6144,37.026958
7168,58.036314
8192,88.982310
1024,0.262450
2048,1.804367
3072,4.379700
4096,11.651788
5120,20.767255
6144,36.821338
7168,57.754819
8192,88.410575
1024,0.266458
2048,1.819258
3072,4.403196
4096,11.724191
5120,20.818160
6144,36.909991
7168,57.995493
8192,88.869872
1024,0.267356
2048,1.820443
3072,4.383611
4096,11.670129
5120,20.745169
6144,36.799893
7168,57.766510
8192,88.392121
1024,0.268474
2048,1.811043
3072,4.366284
4096,11.712760
5120,20.849462
6144,36.889849
7168,57.961405
8192,88.802103
1024,0.268534
2048,1.809518
3072,4.388938
4096,11.726046
5120,20.772451
6144,36.960231
7168,58.026236
8192,88.857846
1024,0.266459
2048,1.823031
3072,4.391492
4096,11.698138
5120,20.785004
6144,36.885648
7168,57.805472
8192,88.589498
1024,0.266423
2048,1.821983
3072,4.377206
4096,11.674807
5120,20.724621
6144,36.842795
7168,57.784554
8192,88.440357
1024,0.244897
2048,1.789365
3072,4.254210
4096,11.258483
5120,20.002370
6144,35.399748
7168,55.440405
8192,85.551501
1024,0.244329
2048,1.788066
3072,4.251045
4096,11.247444
5120,19.985060
6144,35.392895
7168,55.450060
8192,85.553533
1024,0.248628
2048,1.787425
3072,4.259319
4096,11.274888
5120,20.006846
6144,35.371358
7168,55.491829
8192,85.578256
1024,0.247826
2048,1.789464
3072,4.251678
4096,11.261014
5120,19.987625
6144,35.372650
7168,55.471688
8192,85.562743
1024,0.248637
2048,1.785609
3072,4.245885
4096,11.258638
5120,19.998749
6144,35.343729
7168,55.486784
8192,85.560831
1024,0.247828
2048,1.784506
3072,4.250666
4096,11.259944
5120,19.978616
6144,35.377058
7168,55.491653
8192,85.552333
1024,0.247192
2048,1.789497
3072,4.258839
4096,11.270278
5120,20.003371
6144,35.394947
7168,55.430536
8192,85.572605
1024,0.246534
2048,1.787234
3072,4.253546
4096,11.261656
5120,20.005947
6144,35.391128
7168,55.471765
8192,85.546218
1024,0.188510
2048,1.378806
3072,4.348204
4096,11.298473
5120,20.639393
6144,36.762343
7168,57.954004
8192,88.719001
1024,0.190513
2048,1.379442
3072,4.357190
4096,11.294539
5120,20.720288
6144,36.748710
7168,57.884756
8192,88.673902
1024,0.189710
2048,1.370389
3072,4.358580
4096,11.309085
5120,20.739904
6144,36.808198
7168,58.003252
8192,88.821183
1024,0.192818
2048,1.368281
3072,4.354002
4096,11.263602
5120,20.613533
6144,36.675149
7168,57.731472
8192,88.332806
1024,0.193178
2048,1.373517
3072,4.341150
4096,11.237926
5120,20.557605
6144,36.581340
7168,57.609762
8192,88.177205
1024,0.192045
2048,1.377817
3072,4.359995
4096,11.301283
5120,20.652285
6144,36.757069
7168,57.854796
8192,88.673693
1024,0.194251
2048,1.371609
3072,4.349617
4096,11.238685
5120,20.595736
6144,36.591056
7168,57.595943
8192,88.202444
1024,0.194098
2048,1.382143
3072,4.367403
4096,11.312208
5120,20.728291
6144,36.805551
7168,57.966030
8192,88.772569
1024,0.194025
2048,1.371975
3072,4.360830
4096,11.299452
5120,20.662466
6144,36.752926
7168,57.883128
8192,88.727700
1024,0.189396
2048,1.376176
3072,4.360057
4096,11.297699
5120,20.707013
6144,36.773912
7168,57.896541
8192,88.665772
1024,0.188089
2048,1.368225
3072,4.360317
4096,11.292470
5120,20.694971
6144,36.769216
7168,57.914642
8192,88.747449
1024,0.194262
2048,1.380165
3072,4.373002
4096,11.301219
